sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.73502;4.30717;10.81251;-0.58648;1.4527;9.68071;0.68703;2.16015;1.27546;-0.80627;-0.58032;-5.72136;23.0;4.44;-39.78;-0.06;185.769;-8.519;3.467;1.97;928.904;66.2977;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;558509;2021-02-12 10:52:48:742
-1.05345;1.17795;8.21002;-0.77324;3.03082;9.29444;2.8107;1.31226;-0.02139;-1.21799;-0.3091;4.62914;18.0;32.46;-24.36;4.98;235.241;-13.27;17.828;1.97;928.866;66.322;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;559009;2021-02-12 10:52:49:242
-0.60094;1.70228;9.57471;-0.36327;2.31882;9.52163;-0.29274;-0.41543;-0.44731;0.51442;0.64324;-0.1069;19.0;23.76;-33.72;1.38;216.005;-13.677;2.185;1.97;928.87;68.8316;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;559510;2021-02-12 10:52:49:743
1.04866;2.76051;8.51169;-0.07656;2.2447;9.54599;0.54822;0.46314;-0.07662;-0.55825;0.17654;2.58457;17.0;-4.98;-38.88;2.22;172.881;-17.392;6.462;1.97;928.838;65.6305;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;560010;2021-02-12 10:52:50:243
-3.12683;-1.61609;8.87321;-1.03461;0.72553;9.72489;-2.43219;-0.17247;-1.00491;-0.95226;0.4215;0.28711;15.0;-16.2;-36.42;-6.18;155.064;-4.243;6.073;1.97;928.87;68.8497;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;560510;2021-02-12 10:52:50:743
-0.577;3.81157;8.4231;0.08301;4.81333;8.54373;-0.66001;-1.00176;-0.12063;0.75572;0.967;2.71835;24.0;-34.5;-24.06;4.32;125.487;-21.726;1.688;1.97;928.88;65.5489;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;561010;2021-02-12 10:52:51:243
-2.09732;2.3942;9.46697;-1.27644;3.95288;8.88346;-0.22473;-0.93379;-0.08207;-0.97548;-1.70004;-6.0665;15.0;-4.68;-43.68;7.56;173.44;-33.168;1.787;1.97;928.872;63.9991;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;561509;2021-02-12 10:52:51:742
-0.34477;-1.8579;10.99926;-2.2604;-0.29568;9.53801;1.65706;-1.16478;0.35992;1.08803;-1.60474;-0.94073;14.0;37.02;-22.02;-3.12;239.014;-4.757;16.263;1.97;928.888;58.2995;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;562009;2021-02-12 10:52:52:242
1.99437;1.52989;5.28191;2.68524;2.29431;9.14855;-1.36364;0.31297;-1.23541;0.56207;-0.26878;-1.33046;27.0;33.42;6.06;-23.64;283.146;-10.612;-13.355;1.97;928.869;57.767;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;562509;2021-02-12 10:52:52:742
5.45669;-8.40873;2.89459;7.27766;-4.62133;4.6743;-1.92392;-3.19125;-2.35192;-2.51547;0.12767;-1.13865;41.0;16.26;33.12;-6.6;336.647;28.115;-57.288;1.97;928.88;60.8345;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;563010;2021-02-12 10:52:53:243
7.6785;-4.08451;3.26809;8.59079;-4.71312;-0.39358;-0.35683;-0.9351;4.763;-1.33344;0.60781;-1.383;7.0;7.38;24.72;28.02;53.926;36.168;-101.277;1.97;928.908;65.9643;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;563509;2021-02-12 10:52:53:742
15.87176;-8.42789;5.08558;3.8037;-3.08789;-8.4951;13.49022;-11.97224;7.96359;5.37019;6.6175;-7.94919;7.0;-34.92;23.34;-2.04;303.529;-18.099;-170.293;1.97;928.844;63.4081;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;564009;2021-02-12 10:52:54:242
12.95293;-11.85399;3.04782;-4.34141;-0.82496;8.75454;16.27202;-12.59724;-5.76897;-1.28213;-2.13986;-8.19537;9.0;-1.62;36.0;-15.0;10.81;-27.986;21.074;1.97;928.806;64.8851;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;564509;2021-02-12 10:52:54:742
13.0894;-14.7393;1.86269;-2.64022;-0.03491;-9.44446;9.41611;-14.31145;12.3199;7.26326;3.58883;-2.56624;19.0;-11.82;12.24;34.8;292.871;-68.433;126.618;1.97;928.804;61.6985;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;565009;2021-02-12 10:52:55:242
3.49553;-3.98874;3.87382;-1.24838;5.57994;7.9672;3.72877;-9.59262;-5.8196;-5.40547;3.20765;-4.27117;10.0;24.12;6.18;-31.98;264.661;-46.369;-68.641;1.97;928.823;60.1691;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;565509;2021-02-12 10:52:55:742
5.1622;-3.68946;12.89308;6.3357;0.51877;7.46727;-0.03146;-5.19226;3.38834;1.08864;-1.30481;-2.84297;20.0;-33.54;12.36;20.22;72.385;-3.032;-40.313;1.97;928.833;58.7449;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;566009;2021-02-12 10:52:56:242
10.47733;1.92733;5.94271;8.15874;1.88681;5.10346;0.53252;-0.76393;2.63251;-0.08728;-0.13806;0.91569;13.0;-23.88;30.18;13.86;37.612;-11.093;-57.973;1.97;928.842;61.4442;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;566509;2021-02-12 10:52:56:742
8.9211;-0.26576;5.61231;8.47351;0.67314;4.89046;0.44758;-0.93889;0.72184;0.0972;0.18509;0.40012;11.0;-14.16;37.26;3.18;14.041;-5.597;-60.681;1.97;928.827;62.5819;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;567009;2021-02-12 10:52:57:242
5.57879;0.92416;6.80462;5.82767;1.12083;7.8072;-0.75167;-0.29962;-0.13348;0.38614;0.02505;-0.5565;15.0;-13.2;36.18;-3.54;10.781;-5.597;-41.735;1.97;928.84;65.4871;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;567509;2021-02-12 10:52:57:742
2.46363;0.9074;8.91631;3.53454;1.6743;8.99301;-0.98232;-1.09011;0.37341;0.51198;0.30421;-0.17654;18.0;-19.92;34.08;-7.44;23.232;-6.365;-24.849;1.97;928.887;64.2129;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;568009;2021-02-12 10:52:58:242
2.2314;0.65122;10.27142;3.35815;1.59915;9.07391;-1.20098;-0.29431;-0.84474;0.13996;-0.24374;-0.32254;22.0;-22.02;33.36;-6.72;26.708;-9.393;-22.655;1.97;928.846;59.2276;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;568510;2021-02-12 10:52:58:743
1.29766;0.59137;11.30811;1.80558;0.84904;9.60153;-0.16794;0.47974;2.4009;-0.02925;0.1124;-0.73426;15.0;-30.48;25.68;-7.68;45.98;-4.967;-10.65;1.97;928.864;61.8549;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;569010;2021-02-12 10:52:59:243
4.20661;1.74537;-1.67834;5.76895;7.25463;-3.20302;-0.42958;-3.04802;3.31315;5.3708;-2.93337;0.25229;14.0;-33.0;22.62;10.32;349.793;-47.712;-119.04;1.97;928.854;62.6393;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;569509;2021-02-12 10:52:59:742
16.20935;-3.68946;-0.92656;8.68711;-0.14911;4.54776;6.89974;-3.06151;-2.81197;-1.12819;2.76844;-3.48621;6.0;-3.24;-26.34;-29.58;230.203;24.658;-89.577;1.97;928.856;62.6877;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;570009;2021-02-12 10:53:00:242
2.99993;-6.51013;8.50929;-1.14314;-3.10571;9.23137;1.67704;-3.35654;-4.99842;0.31528;-0.98044;-4.00361;31.0;22.32;36.42;8.52;326.572;7.011;18.358;1.97;928.865;59.2086;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;570509;2021-02-12 10:53:00:742
8.44704;-2.09253;12.80449;6.9088;5.75389;3.91554;2.35227;-5.4187;6.79163;3.7624;-0.71654;-3.33593;13.0;-34.98;15.96;21.42;67.289;-2.512;-46.459;1.97;928.884;60.1061;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;571009;2021-02-12 10:53:01:242
12.88111;-12.05032;-3.88579;1.83636;-7.42809;-6.13358;7.29782;-1.06444;4.87183;4.86012;-0.25779;-2.83075;10.0;-40.38;16.38;-5.82;292.829;18.16;-179.094;1.97;928.843;59.8124;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;571510;2021-02-12 10:53:01:743
1.38145;-3.12443;6.72082;4.14236;3.35005;8.23337;2.92083;-4.04916;-5.71227;-3.0457;4.37013;-4.58943;5.0;44.4;-1.68;-4.08;259.775;-19.975;-26.708;1.97;928.876;56.8962;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;572009;2021-02-12 10:53:02:242
8.28663;-10.28579;8.43747;2.57739;-4.81581;8.14465;1.33234;-6.91608;-2.28814;-1.82213;-1.73852;-4.12701;20.0;-3.54;35.04;21.84;14.574;29.411;-17.56;1.97;928.887;55.6785;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;572510;2021-02-12 10:53:02:743
2.53546;-1.4844;-1.1971;4.62576;7.75982;-3.81544;-2.0903;-9.24422;2.61834;7.38727;-1.93766;-2.04823;12.0;-38.4;16.38;10.68;38.463;-48.067;-64.911;1.97;928.884;62.4793;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;573009;2021-02-12 10:53:03:242
14.05426;-6.79025;-2.79882;8.8448;-4.20126;0.53753;5.20946;-2.58899;-3.33635;0.01901;1.1637;-2.86862;7.0;-27.72;-29.34;-11.46;208.512;44.834;-109.801;1.97;928.842;60.432;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;573509;2021-02-12 10:53:03:742
8.00412;0.8691;2.33674;9.59259;0.82664;1.86251;-1.58847;0.04245;0.47423;-3.12389;-0.14661;0.17287;23.0;6.24;-31.8;-25.32;218.419;-5.116;-83.703;1.97;928.86;62.0403;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;574009;2021-02-12 10:53:04:242
10.09425;-5.63864;0.78769;8.9095;-4.05896;0.56199;1.18475;-1.57969;0.22571;-0.14287;-0.42577;2.49844;65.0;-7.02;-8.4;-39.18;253.786;24.45;-86.391;1.97;928.876;61.8091;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;574510;2021-02-12 10:53:04:743
6.83814;-6.8525;-0.65122;4.7225;-8.48669;-1.35796;2.10367;1.66771;0.52718;-0.27603;0.25229;-0.09346;9.0;1.5;6.6;-37.98;291.625;59.929;-106.043;1.97;928.909;62.7528;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;575010;2021-02-12 10:53:05:243
7.50373;-6.50295;1.57778;6.25043;-7.41857;-1.43769;1.045;0.80309;2.62761;0.46617;-0.8601;-0.56383;9.0;1.56;9.6;-37.86;291.564;49.155;-102.954;1.97;928.876;63.7315;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;575510;2021-02-12 10:53:05:743
13.10855;-6.07439;4.03902;7.94097;-0.32618;5.74499;0.64254;-4.27548;-2.9342;0.75083;3.63404;-3.99445;25.0;0.06;-19.32;-36.18;239.886;27.959;-77.637;1.97;928.906;63.2223;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;576010;2021-02-12 10:53:06:243
3.03106;-8.85406;5.17417;3.21709;-4.02806;8.34239;-1.58664;-6.44687;3.78455;-3.43604;-2.20156;-3.78126;28.0;32.64;26.52;2.28;309.307;5.687;0.586;1.97;928.869;65.7547;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;576510;2021-02-12 10:53:06:743
4.02705;-4.48195;4.0869;8.92523;2.19981;3.41631;-4.94846;-5.84857;0.21569;2.67383;0.50335;-1.34757;12.0;-14.94;38.22;5.34;14.156;-12.963;-69.055;1.97;928.892;64.2966;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;577009;2021-02-12 10:53:07:242
11.72471;0.45969;7.07756;7.84694;-2.98153;5.07014;3.54976;3.30475;2.43359;1.23341;2.36466;-0.65607;49.0;24.36;3.84;-34.02;275.944;17.7;-57.132;1.97;928.877;58.7761;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;577509;2021-02-12 10:53:07:742
5.69611;-8.67449;10.69999;2.07133;-1.05562;9.5271;3.62477;-7.61887;1.17289;-2.92047;-2.57846;-3.89121;16.0;4.5;41.16;-0.36;353.184;6.179;-12.266;1.97;928.838;59.2853;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;578009;2021-02-12 10:53:08:242
1.80044;-3.16035;-1.71664;1.52148;0.98896;-9.63726;1.14087;-3.7375;6.77619;6.50457;-2.46606;-1.86192;12.0;-42.96;9.48;-2.94;282.26;-5.788;-171.028;1.97;928.845;61.7369;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;578509;2021-02-12 10:53:08:742
13.92977;0.70629;-0.01197;5.63292;4.16738;6.86101;0.99214;-2.01978;-5.20901;-0.55703;1.93522;-5.90646;6.0;9.72;-38.88;-2.82;190.136;1.758;-65.14;1.97;928.866;58.3417;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;579009;2021-02-12 10:53:09:242
5.59315;-8.76308;8.23156;5.90872;-4.53447;6.37933;-0.52386;-6.50788;6.19532;-2.28456;-2.94559;-3.32983;16.0;34.44;26.88;6.24;311.331;23.97;-7.668;1.97;928.845;64.6563;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;579509;2021-02-12 10:53:09:742
3.66552;-2.5594;-0.22027;2.29397;0.10283;-9.53399;1.71632;-3.50738;9.10303;6.8546;-4.49658;-2.26692;33.0;-35.76;-19.02;-5.28;242.335;-0.601;-166.471;1.97;928.851;61.9207;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;580009;2021-02-12 10:53:10:242
6.45986;-0.27533;3.52905;7.58326;2.225;5.80636;4.93153;-3.49392;-7.59483;-4.6034;4.15327;-5.41166;8.0;2.76;-36.66;19.8;160.336;-13.114;-52.559;1.97;928.84;61.6043;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;580511;2021-02-12 10:53:10:744
4.80995;-2.36787;12.20594;4.03629;-4.72135;7.58865;-2.6285;0.05984;4.86629;1.78258;-2.62611;-0.90652;16.0;42.24;0.54;-14.4;266.749;29.517;-4.429;1.97;928.83;57.9988;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;581009;2021-02-12 10:53:11:242
4.96587;-0.46687;4.28083;9.54667;-0.27247;-2.22638;-0.72852;1.86222;-0.10079;-2.01883;6.13064;0.07208;108.0;-6.18;-21.9;-33.54;237.527;1.592;-103.127;1.97;928.838;59.1265;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;581509;2021-02-12 10:53:11:742
2.39899;-2.84431;9.54598;4.31231;-4.69596;7.45133;-1.91332;1.85165;2.09465;-0.40798;0.21258;-0.30238;99.0;35.7;-10.14;-18.12;258.979;27.037;-29.955;1.97;928.867;65.0502;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;582009;2021-02-12 10:53:12:242
2.66235;-2.09971;9.01686;4.5076;-4.29029;7.57927;-1.48851;2.53534;1.75123;0.03917;0.27122;0.30055;71.0;29.88;-16.02;-15.78;248.039;25.944;-30.741;1.97;928.88;59.2074;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;582509;2021-02-12 10:53:12:742
2.59292;0.2897;9.78301;3.03718;-1.4058;9.2179;-2.35962;0.60374;-1.45081;0.50771;0.79901;-0.68906;78.0;36.36;-11.58;-8.28;254.302;14.528;-21.018;1.97;928.879;61.0272;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;583009;2021-02-12 10:53:13:242
3.22499;1.97282;5.6985;7.89358;5.73471;-0.9871;-6.84492;-4.22158;6.53476;-1.25708;-3.12763;1.86008;53.0;-4.44;1.56;-41.16;271.347;-35.787;-97.128;1.97;928.857;60.5473;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;583510;2021-02-12 10:53:13:743
10.10623;1.62087;6.46225;9.72868;0.38079;1.17379;2.54669;1.61837;8.22854;2.77585;0.57055;-0.49663;50.0;5.28;18.42;-38.52;294.568;-2.225;-83.12;1.97;928.893;60.7876;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;584010;2021-02-12 10:53:14:243
4.00311;6.97222;10.01046;5.73905;5.58329;5.66219;-3.53878;-1.7789;2.15039;1.66713;-3.22231;-0.82467;72.0;18.48;15.84;-33.24;297.804;-34.704;-45.386;1.97;928.854;64.2411;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;584510;2021-02-12 10:53:14:743
6.57717;0.26576;-3.26569;9.22804;-1.97731;-2.6652;-2.65087;2.24307;-0.60049;1.32382;3.70795;0.80695;63.0;-14.58;-30.48;-28.26;225.315;11.632;-106.11;1.97;928.871;62.6635;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;585010;2021-02-12 10:53:15:243
8.32973;-5.68413;1.91297;7.60394;-6.18742;0.25714;1.15196;1.71744;1.6678;-0.90523;0.52473;-0.39889;39.0;-13.62;-24.3;-35.94;231.527;39.12;-88.063;1.97;928.883;60.7217;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;585510;2021-02-12 10:53:15:743
7.73597;-4.27844;3.61046;7.55545;-6.23718;0.42767;0.70485;1.79833;3.30968;-0.48984;0.26573;-0.31948;15.0;-8.1;-18.84;-39.06;241.216;39.495;-86.76;1.97;928.923;61.4932;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;586010;2021-02-12 10:53:16:243
8.35367;-2.1069;4.20422;8.31295;-5.15077;0.73097;-0.29687;3.26654;2.12531;-0.39515;-0.03971;-0.2474;69.0;-0.24;-14.94;-40.56;250.266;31.684;-84.975;1.97;928.916;57.7017;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;586509;2021-02-12 10:53:16:742
4.31675;-2.03986;2.84671;8.98528;-2.40134;3.10942;-1.04341;-2.80156;0.83861;-0.00848;0.53695;-2.1643;86.0;17.1;-2.58;-39.0;271.807;24.918;-79.437;1.97;928.895;59.5205;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;587009;2021-02-12 10:53:17:242
4.10366;2.37265;8.62661;6.91401;2.45519;6.50682;-1.2586;0.22392;3.87952;0.78748;1.47463;-0.42761;26.0;21.6;21.48;-27.12;301.096;-14.499;-46.738;1.97;928.878;60.8225;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;587509;2021-02-12 10:53:17:742
-0.34237;3.14359;6.39761;3.74642;4.3864;7.93058;-1.60121;-0.85735;1.56991;-0.92416;0.42638;1.49051;10.0;31.92;6.66;-17.34;278.486;-33.533;-29.21;1.97;928.828;56.4239;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;588010;2021-02-12 10:53:18:243
0.65841;2.3128;4.61363;4.66125;5.38988;6.73737;-4.45295;-2.89513;-0.99099;-0.10927;1.87963;1.1582;18.0;28.08;10.08;-23.64;285.946;-31.152;-34.809;1.97;928.838;61.219;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;588509;2021-02-12 10:53:18:742
2.13084;1.8148;10.39113;5.10609;0.43103;8.36136;-2.43177;1.45081;3.0521;-0.82398;0.02566;2.04212;23.0;34.68;-3.78;-15.9;262.18;-13.622;-33.069;1.97;928.866;59.449;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;589009;2021-02-12 10:53:19:242
-0.67516;-0.39504;12.38311;-0.13735;-3.64441;9.10328;-0.53781;3.24937;3.27983;-0.03291;-0.3427;1.31641;17.0;14.58;-30.3;-12.72;204.311;21.816;0.864;1.97;928.872;60.185;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;589509;2021-02-12 10:53:19:742
1.82678;-0.33279;9.99849;-2.18958;-2.1654;9.31059;3.96607;1.9164;0.79563;-0.42875;-0.38546;-0.51985;6.0;-4.98;-39.06;-10.68;168.646;12.477;17.253;1.97;928.876;58.1355;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;590009;2021-02-12 10:53:20:242
1.30245;0.87867;9.47176;-0.08753;-3.63266;9.10859;0.79621;4.02052;1.08861;0.23526;-0.21075;-0.36469;7.0;6.84;-32.58;-9.18;190.662;21.388;3.538;1.97;928.829;56.2531;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;590510;2021-02-12 10:53:20:743
0.826;-0.06464;10.16608;-0.29067;-3.0925;9.30174;0.95386;2.71661;0.0551;0.11553;0.13806;0.80451;7.0;3.72;-32.34;-6.36;187.167;18.837;-0.485;1.97;928.886;60.5877;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;591010;2021-02-12 10:53:21:243
1.00796;-0.7039;9.31614;-0.76978;-2.53442;9.44217;1.43297;2.24233;-0.7557;0.06177;0.16249;-0.38485;7.0;-0.3;-32.7;-4.8;179.136;16.351;5.727;1.97;928.846;59.8135;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;591510;2021-02-12 10:53:21:743
0.07422;0.93853;9.43345;-1.72058;-2.25392;9.38775;1.50749;3.25709;0.15344;0.22365;0.66706;0.78007;7.0;0.36;-33.6;-5.28;178.991;16.028;6.892;1.97;928.85;60.0009;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;592009;2021-02-12 10:53:22:242
-1.91776;0.50757;10.97532;-4.09512;-1.70146;8.74674;2.17736;2.20903;2.22858;-0.39576;0.29871;0.38485;6.0;-12.48;-33.54;-8.7;157.036;8.986;21.85;1.97;928.896;61.9228;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;592509;2021-02-12 10:53:22:742
-3.1364;2.42533;8.65773;-5.66531;1.75119;7.81076;2.48821;0.96862;1.2492;-0.82765;-0.13622;0.26023;5.0;-21.0;-30.9;-3.18;149.828;-10.287;35.954;1.97;928.881;60.4563;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;593009;2021-02-12 10:53:23:242
-2.31759;0.20351;10.03919;-5.9579;-0.12781;7.78829;3.58764;0.53004;1.98275;-0.51488;0.22724;0.29444;7.0;-27.66;-22.2;-18.24;123.641;-1.095;38.053;1.97;928.839;60.3292;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;593509;2021-02-12 10:53:23:742
-2.94966;0.19393;9.70161;-6.00358;-0.65319;7.72663;2.78338;0.88543;1.71401;0.15401;-0.06292;-0.24496;9.0;-25.68;-22.68;-19.5;125.452;2.749;38.575;1.97;928.869;59.0452;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;594009;2021-02-12 10:53:24:242
-2.95444;0.20111;9.39994;-3.08502;0.07901;9.30843;0.25268;-0.09816;0.33572;-0.083;-0.02932;0.0171;9.0;-24.72;-24.18;-18.06;127.913;4.003;34.521;1.97;928.856;59.0464;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;594509;2021-02-12 10:53:24:742
-3.69186;-0.13168;9.07911;-3.41362;-0.09516;9.19285;-0.16571;-0.04849;-0.59497;0.08315;0.25962;-0.16799;9.0;-24.0;-26.1;-18.48;132.487;0.425;18.447;1.97;928.851;59.4178;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;595009;2021-02-12 10:53:25:242
-3.60327;-0.03831;8.35127;-4.28214;-0.22434;8.81948;0.51846;0.02562;-0.41314;0.00619;0.2248;-0.02321;9.0;-23.1;-24.78;-22.2;129.853;1.958;26.064;1.97;928.86;61.7717;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;595510;2021-02-12 10:53:25:743
-4.85544;-0.25857;8.39916;-4.84933;-0.16926;8.52207;-0.10218;-0.08692;0.2027;-0.02986;-0.03238;0.06903;10.0;-20.28;-25.38;-23.52;130.728;0.989;29.641;1.97;928.861;60.0757;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;596010;2021-02-12 10:53:26:243
-3.48117;-0.577;8.83969;-4.63805;-0.20804;8.63803;0.50805;-0.01462;-0.07846;-0.31269;-0.24496;0.25168;11.0;-23.28;-22.08;-23.46;125.475;1.216;28.233;1.97;928.874;60.5738;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;596509;2021-02-12 10:53:26:742
-3.66792;-0.47166;8.94504;-4.05227;-0.29455;8.9254;0.4059;-0.11007;-0.15035;0.02757;-0.05376;0.13744;12.0;-25.68;-20.22;-25.02;120.84;1.976;25.091;1.97;928.874;60.9088;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;597009;2021-02-12 10:53:27:242
-3.4668;-0.56982;9.39515;-3.21618;-0.77332;9.23193;-0.25062;0.2035;0.16322;-0.10072;-0.13317;-0.10507;12.0;-26.4;-18.36;-23.16;120.22;3.869;20.025;1.97;928.909;61.2552;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;597509;2021-02-12 10:53:27:742
-3.45004;-0.88585;9.65611;-2.99085;-0.92447;9.29358;-0.42807;0.05299;0.30747;-0.06895;-0.02382;-0.07697;12.0;-27.9;-18.06;-22.62;119.546;4.853;17.621;1.97;928.867;59.1341;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;598009;2021-02-12 10:53:28:242
-2.15718;-0.74699;10.1158;-1.92024;-0.83914;9.58013;0.02404;-0.07066;1.07916;0.4173;-0.5229;0.20953;12.0;-28.92;-16.26;-21.96;117.445;4.533;12.362;1.97;928.842;60.6265;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;598509;2021-02-12 10:53:28:742
