sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.10534;-0.05028;9.73991;0.08876;-0.03744;9.80618;-0.01449;-0.01535;-0.06627;-6.1E-4;-1.5E-4;4.6E-4;131.0;4.74;22.86;6.36;347.876;0.217;-0.518;2.0;928.914;58.2911;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;297509;2021-02-12 10:48:27:742
0.08859;-0.03352;9.74949;0.08875;-0.03748;9.80618;-0.00521;-0.00565;-0.05908;0.0;4.6E-4;-1.5E-4;131.0;4.5;22.68;5.88;347.877;0.219;-0.519;2.0;928.914;57.6339;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;298009;2021-02-12 10:48:28:242
0.08619;-0.04549;9.76625;0.08911;-0.03899;9.80617;-0.0147;-0.01346;-0.07104;0.0;4.6E-4;-1.5E-4;131.0;3.54;23.34;6.12;350.276;0.228;-0.521;2.0;928.907;60.4572;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;298509;2021-02-12 10:48:28:742
0.0814;-0.0407;9.75188;0.08883;-0.04003;9.80617;-3.3E-4;0.00165;-0.06147;0.0;4.6E-4;0.00107;131.0;4.8;22.32;7.08;347.369;0.234;-0.519;2.0;928.914;61.7948;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;299009;2021-02-12 10:48:29:242
0.09098;-0.02873;9.74709;0.08888;-0.03989;9.80617;0.00191;0.01102;-0.05907;0.0;-1.5E-4;4.6E-4;131.0;4.56;22.98;6.48;347.878;0.233;-0.519;2.0;928.919;60.9022;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;299509;2021-02-12 10:48:29:742
0.09577;-0.0431;9.73991;0.08849;-0.03957;9.80617;-0.01193;0.00131;-0.05908;-6.1E-4;4.6E-4;0.00107;131.0;3.9;22.74;6.72;350.299;0.232;-0.517;2.0;928.932;59.6788;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;300009;2021-02-12 10:48:30:242
0.09816;-0.05028;9.74231;0.0876;-0.03944;9.80618;-0.01118;0.02768;-0.06387;6.1E-4;4.6E-4;4.6E-4;131.0;4.98;22.86;6.24;347.876;0.232;-0.514;2.0;928.949;59.2603;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;300510;2021-02-12 10:48:30:743
0.09816;-0.03112;9.73991;0.08775;-0.03951;9.80618;0.01292;0.011;-0.06148;0.0;-1.5E-4;4.6E-4;131.0;4.32;22.5;6.9;350.298;0.231;-0.513;2.0;928.922;58.122;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;301010;2021-02-12 10:48:31:243
0.09337;-0.03591;9.7447;0.08751;-0.04022;9.80618;-0.00826;0.00177;-0.05669;0.0;-1.5E-4;-1.5E-4;131.0;4.32;23.22;7.2;350.298;0.235;-0.511;2.0;928.918;59.9211;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;301510;2021-02-12 10:48:31:743
0.07901;-0.02394;9.73752;0.0871;-0.04038;9.80618;0.00643;-0.00275;-0.07585;6.9E-4;-7.6E-4;-1.5E-4;131.0;4.26;23.58;6.96;350.693;0.236;-0.509;2.0;928.927;60.6867;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;302010;2021-02-12 10:48:32:243
0.09098;-0.05267;9.7447;0.08704;-0.04089;9.80618;-0.01773;0.01193;-0.06866;-5.3E-4;4.6E-4;-1.5E-4;131.0;4.02;23.58;7.2;350.694;0.239;-0.509;2.0;928.93;61.3771;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;302509;2021-02-12 10:48:32:742
0.0814;-0.03112;9.74949;0.08739;-0.04001;9.80618;-0.01061;-0.00783;-0.06627;8.0E-5;-1.5E-4;-1.5E-4;131.0;4.44;22.92;7.68;350.32;0.236;-0.509;2.0;928.945;59.648;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;303009;2021-02-12 10:48:33:242
0.08859;-0.03591;9.73991;0.08691;-0.03916;9.80619;0.00141;0.00365;-0.06627;6.9E-4;-1.5E-4;-1.5E-4;131.0;4.8;23.16;7.08;347.898;0.232;-0.509;2.0;928.937;60.4567;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;303510;2021-02-12 10:48:33:743
0.09816;-0.03352;9.75428;0.08623;-0.03881;9.80619;0.01203;-0.0019;-0.07586;8.0E-5;4.6E-4;4.6E-4;131.0;4.32;23.16;6.36;350.272;0.227;-0.504;2.0;928.928;60.2188;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;304009;2021-02-12 10:48:34:242
0.07901;-0.06225;9.73034;0.08607;-0.03797;9.8062;-0.00711;-0.02447;-0.07586;8.0E-5;4.6E-4;4.6E-4;131.0;4.92;23.16;6.3;347.873;0.222;-0.503;2.0;928.941;59.6044;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;304510;2021-02-12 10:48:34:743
0.10295;-0.03112;9.74231;0.08578;-0.03829;9.8062;-0.01634;0.01684;-0.07586;6.9E-4;4.6E-4;-1.5E-4;131.0;4.74;22.62;6.3;347.873;0.224;-0.501;2.0;928.931;59.3943;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;305009;2021-02-12 10:48:35:242
0.0814;-0.01197;9.74709;0.08625;-0.03837;9.8062;0.00213;-0.01709;-0.07107;8.0E-5;4.6E-4;-1.5E-4;131.0;4.32;22.62;6.36;350.272;0.224;-0.504;2.0;928.944;60.1772;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;305510;2021-02-12 10:48:35:743
0.0838;-0.02634;9.75428;0.0864;-0.03702;9.8062;-0.00237;0.00133;-0.07347;6.9E-4;-7.6E-4;-7.6E-4;131.0;4.2;22.86;7.08;350.295;0.221;-0.503;2.0;928.918;60.4203;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;306009;2021-02-12 10:48:36:242
0.07183;-0.04788;9.73273;0.08628;-0.03687;9.8062;-0.01694;0.00344;-0.05192;-0.00115;-7.6E-4;3.8E-4;131.0;4.38;22.62;6.84;350.294;0.215;-0.504;2.0;928.943;58.6827;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;306510;2021-02-12 10:48:36:743
0.08619;-0.06225;9.7447;0.08634;-0.03682;9.8062;-4.2E-4;-0.00602;-0.06868;8.0E-5;4.6E-4;0.0016;130.0;4.98;22.98;6.72;347.896;0.215;-0.504;2.0;928.924;61.1177;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;307010;2021-02-12 10:48:37:243
0.06704;-0.04549;9.74231;0.08813;-0.03735;9.80618;-0.02116;-0.008;-0.06388;6.9E-4;4.6E-4;-2.3E-4;130.0;4.62;22.68;7.5;347.922;0.218;-0.515;2.0;928.939;70.1814;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;307510;2021-02-12 10:48:37:743
0.09816;-0.0407;9.75667;0.088;-0.03721;9.80619;-0.00434;0.00112;-0.07346;8.0E-5;-1.5E-4;3.8E-4;130.0;4.32;22.98;6.78;350.298;0.217;-0.514;2.0;928.936;61.1104;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;308010;2021-02-12 10:48:38:243
0.07661;-0.05267;9.73991;0.08873;-0.03658;9.80618;-0.01215;-0.0113;-0.06387;-0.00115;4.6E-4;3.8E-4;130.0;3.78;23.4;6.12;350.275;0.214;-0.518;2.0;928.912;55.9893;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;308510;2021-02-12 10:48:38:743
0.06943;-0.04549;9.7447;0.08784;-0.03631;9.80619;-0.00876;6.1E-4;-0.0591;6.9E-4;-1.5E-4;-2.3E-4;130.0;3.9;23.7;6.24;350.672;0.214;-0.514;2.0;928.939;67.3571;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;309009;2021-02-12 10:48:39:242
0.09098;-0.03591;9.73512;0.08738;-0.03594;9.8062;-0.01107;0.00708;-0.07107;8.0E-5;4.6E-4;3.8E-4;130.0;4.98;23.52;6.54;348.387;0.209;-0.512;2.0;928.925;60.8345;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;309509;2021-02-12 10:48:39:742
0.07422;-0.02873;9.72794;0.0881;-0.03657;9.80619;0.00997;-0.00153;-0.06627;-5.3E-4;-1.5E-4;-2.3E-4;130.0;3.78;22.62;7.92;350.321;0.214;-0.515;2.0;928.918;70.5807;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;310009;2021-02-12 10:48:40:242
0.07901;-0.04549;9.73991;0.0884;-0.03715;9.80618;-0.00946;-0.00867;-0.06627;-5.3E-4;-1.5E-4;9.9E-4;130.0;4.2;22.32;6.96;349.867;0.217;-0.517;2.0;928.963;63.711;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;310509;2021-02-12 10:48:40:742
0.09577;-0.0407;9.74709;0.08828;-0.03653;9.80619;0.0146;-0.00432;-0.05909;-5.3E-4;-1.5E-4;-0.00145;130.0;4.44;22.32;7.26;349.866;0.213;-0.516;2.0;928.939;59.1201;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;311009;2021-02-12 10:48:41:242
0.79727;-0.25379;9.76625;0.08362;-0.03523;9.80623;0.20147;0.31711;-0.07108;-0.00115;-0.00985;-0.16875;129.0;2.52;22.32;6.78;352.396;0.206;-0.489;2.0;928.919;58.6368;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;311509;2021-02-12 10:48:41:742
-2.60968;0.44532;3.53863;4.0682;4.47931;7.71724;-6.54064;-2.96273;6.37761;2.91818;1.18378;-2.54746;128.0;-7.56;21.0;5.76;25.497;-3.303;-37.162;2.0;928.898;59.9651;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;312009;2021-02-12 10:48:42:242
-9.25389;2.84671;9.42867;-4.7427;2.55377;8.19484;-2.64333;0.49679;-2.09564;-1.2412;3.17337;3.0615;136.0;12.9;26.58;-8.4;341.749;-13.278;19.583;2.0;928.897;58.4525;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;312509;2021-02-12 10:48:42:742
-1.95127;5.21726;6.72082;-2.25983;7.18291;6.28245;1.02285;-7.81709;4.00372;3.76912;1.55519;1.04687;137.0;16.98;-13.98;17.46;231.934;-47.092;19.784;2.0;928.903;59.9494;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;313009;2021-02-12 10:48:43:242
-7.8437;5.26275;6.48619;-5.53104;5.24476;6.17011;-2.03746;0.05237;0.544;-0.02253;0.32368;-0.13393;20.0;15.0;-13.62;19.5;239.506;-32.331;41.874;2.0;928.903;61.6604;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;313509;2021-02-12 10:48:43:742
-5.45668;6.37845;5.02333;-5.68309;5.7446;5.55629;-0.13778;0.17937;-0.40352;1.22853;-0.97135;0.15928;21.0;14.58;-12.48;21.6;244.594;-35.859;45.646;2.0;928.871;63.1044;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;314010;2021-02-12 10:48:44:243
-1.87945;7.40078;5.0808;-1.58484;8.39545;4.81403;0.38403;-1.21212;0.93513;0.94692;-1.48875;-1.06;54.0;23.1;-9.18;14.4;249.359;-58.881;18.222;2.0;928.909;64.2425;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;314509;2021-02-12 10:48:44:742
-0.45729;8.37522;4.53462;-1.36513;8.11837;5.32905;0.12385;-0.01632;-2.2711;-0.74457;0.85025;-0.21945;69.0;30.0;-0.66;-4.56;287.679;-59.514;11.876;2.0;928.926;65.4008;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;315009;2021-02-12 10:48:45:242
-3.66073;7.96581;5.72244;-3.02651;8.13477;4.56463;-0.32722;0.94757;1.31209;-1.44095;1.17462;1.2228;84.0;28.02;-1.8;13.74;279.67;-58.336;40.1;2.0;928.869;58.3993;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;315509;2021-02-12 10:48:45:742
-2.26731;6.96982;3.3016;-3.7202;8.28212;3.70631;-0.39144;-1.11946;0.18877;-0.35789;0.59796;0.12141;144.0;14.52;-11.52;26.82;245.494;-57.623;45.107;2.0;928.928;61.1241;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;316009;2021-02-12 10:48:46:242
-7.58274;6.36409;1.66397;-5.55602;6.8455;4.29419;-2.23366;-0.91493;-2.96696;1.84;-0.47044;0.78175;204.0;18.78;-10.62;25.5;255.24;-44.271;52.3;2.0;928.917;62.0092;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;316509;2021-02-12 10:48:46:742
-7.36726;8.08552;5.34176;-5.24896;7.28321;3.94631;-2.10481;0.69425;1.62074;0.74716;0.2742;0.47999;197.0;15.96;-13.56;27.72;248.857;-47.96;53.063;2.0;928.907;61.1458;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;317009;2021-02-12 10:48:47:242
-7.30261;7.55161;2.83952;-3.99098;8.31383;3.33506;-2.97468;-0.38149;-0.68263;-0.53993;2.03899;-0.5145;236.0;7.5;-17.22;28.92;234.438;-57.97;50.116;2.0;928.897;62.1239;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;317509;2021-02-12 10:48:47:742
-5.39922;5.01136;-1.02951;-5.67183;7.3997;3.04057;-1.7372;-1.69304;-1.59992;1.52541;-1.20104;0.48426;154.0;-0.66;-22.92;24.66;220.796;-43.524;62.654;2.0;928.934;64.7974;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;318009;2021-02-12 10:48:48:242
-6.69928;6.8549;2.72939;-6.31771;6.94721;2.82719;-0.0558;-0.21209;-0.67644;0.13019;0.28275;-0.05574;163.0;1.14;-21.18;26.28;226.702;-45.099;63.631;2.0;928.912;62.9443;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 0;318510;2021-02-12 10:48:48:743
-6.1534;6.7304;2.88741;-6.12031;7.09636;2.89025;-0.12119;-0.47541;-0.23304;-0.11599;-0.09232;0.10614;161.0;-1.32;-21.78;26.1;224.037;-46.355;64.721;2.0;928.936;62.4724;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;319009;2021-02-12 10:48:49:242
-7.75751;7.25712;3.71341;-6.49377;6.64005;3.14814;-0.97982;0.26613;0.24659;0.01962;-0.16562;0.33704;171.0;-1.56;-22.56;24.42;219.396;-42.617;64.136;2.0;928.923;61.757;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;319510;2021-02-12 10:48:49:743
-4.2952;7.31937;5.02333;-5.9493;7.08377;3.2552;1.44602;0.1896;1.50554;-0.16791;-0.61888;0.20571;174.0;-2.88;-22.8;24.12;220.659;-45.452;62.838;2.0;928.907;62.7168;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;320010;2021-02-12 10:48:50:243
-5.72484;6.04566;3.66073;-2.59194;7.90773;5.18845;-4.61905;-2.00374;0.08159;1.33726;-2.77157;0.71578;196.0;24.06;-14.64;20.52;243.519;-53.742;26.545;2.0;928.889;65.0736;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;320510;2021-02-12 10:48:50:743
0.67516;5.72244;6.71843;-0.68024;7.29322;6.52048;1.04782;-1.34417;0.5614;-0.75373;0.90584;0.56795;109.0;31.44;-14.7;5.88;249.167;-52.427;4.545;2.0;928.879;64.095;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;321009;2021-02-12 10:48:51:242
-5.92834;6.88842;4.458;-3.9697;7.07167;5.5139;-0.65304;0.13669;2.18447;2.38795;0.22228;-1.50044;168.0;32.22;-5.04;11.88;275.19;-46.146;35.752;2.0;928.877;59.6395;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;321509;2021-02-12 10:48:51:742
-4.10127;9.46218;3.61524;-4.52033;8.19916;2.9173;-0.08353;0.58698;-0.4535;0.9237;-0.3611;-0.21701;83.0;32.88;6.9;6.12;309.595;-53.902;49.87;2.0;928.89;57.5808;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;322009;2021-02-12 10:48:52:242
0.75178;8.44944;0.99359;2.19173;8.59295;4.1866;0.3943;-2.18754;-3.04537;6.2309;1.63216;-1.5603;41.0;21.36;-4.2;-23.58;284.874;-63.893;-28.959;2.0;928.911;63.9304;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;322509;2021-02-12 10:48:52:742
-0.60573;9.20601;2.83952;0.54596;8.89967;4.08265;-0.93456;0.28514;-1.22006;0.69768;0.64988;-0.58658;34.0;16.62;4.14;-27.72;320.363;-65.164;-7.617;0.0;928.99;65.3746;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;323009;2021-02-12 10:48:53:242
0.24181;9.2491;2.97599;0.33639;9.25872;3.21454;-0.02907;-0.15559;0.05055;0.06788;0.17952;0.03406;41.0;19.92;0.24;-24.9;313.719;-70.757;-5.974;0.0;928.926;63.161;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;323509;2021-02-12 10:48:53:742
0.05507;9.38318;2.95923;0.07217;9.38478;2.84445;0.02983;-0.00403;0.08863;-0.01886;0.00603;-0.00687;39.0;22.44;-0.54;-24.24;314.762;-73.072;-1.087;0.0;928.899;65.9702;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;324009;2021-02-12 10:48:54:242
-0.33279;9.36402;2.52349;-0.20353;9.45613;2.59043;-0.51985;0.21445;0.24377;0.15096;-0.2096;-0.18097;54.0;20.7;0.18;-25.26;319.646;-74.009;0.788;0.0;928.868;62.9684;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;324509;2021-02-12 10:48:54:742
-0.5794;9.46937;3.08134;-0.58405;9.32892;2.96651;-0.23379;0.03922;0.05525;-0.13798;-0.52542;-0.15104;60.0;16.68;2.82;-28.68;336.476;-73.434;7.146;0.0;928.861;62.1784;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;325009;2021-02-12 10:48:55:242
-0.77093;9.3329;2.76051;-0.75771;9.37714;2.76863;-0.0196;-0.04048;-0.11583;-0.08117;0.0604;0.06093;36.0;10.98;2.82;-30.6;355.696;-72.98;15.306;0.0;928.9;63.287;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;325509;2021-02-12 10:48:55:742
-1.01035;9.50049;3.11965;-0.76013;9.25827;3.14274;-0.28097;0.26768;-0.0318;-0.13126;0.16364;0.07315;33.0;12.0;4.26;-30.12;351.675;-70.749;13.597;0.0;928.855;59.9624;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;326010;2021-02-12 10:48:56:243
-0.09337;9.17249;2.84671;-0.27389;9.32863;3.01194;0.01169;-0.16802;-0.13894;0.16868;0.71769;0.27351;39.0;22.08;1.62;-23.76;321.986;-72.037;5.196;0.0;928.858;58.5407;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;326510;2021-02-12 10:48:56:743
-0.2873;9.12939;2.76051;-1.11168;9.31747;2.84938;0.31018;-0.46524;0.2253;-0.12882;-0.18456;-0.49679;44.0;26.88;-0.42;-18.84;316.539;-73.244;12.644;0.0;928.897;59.5136;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;327010;2021-02-12 10:48:57:243
-1.22104;9.44303;3.1388;-1.0686;9.27511;3.00011;-0.48815;0.19104;0.00875;-0.01886;0.21739;0.28756;41.0;24.12;3.24;-22.32;335.094;-70.549;23.098;0.0;928.849;63.2536;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;327510;2021-02-12 10:48:57:743
-1.67834;9.09587;2.75333;-1.47313;9.26455;2.858;0.1925;-0.42181;-0.0017;0.19006;-0.47716;-0.38683;39.0;24.12;3.18;-22.14;334.028;-70.955;22.003;0.0;928.874;64.1683;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;328009;2021-02-12 10:48:58:242
-2.03986;9.51246;2.17394;-2.19954;9.154;2.74526;0.51739;-0.43397;-0.11011;-0.25465;-0.60483;0.11225;39.0;17.34;4.62;-27.3;6.571;-68.979;38.702;0.0;928.868;63.256;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;328509;2021-02-12 10:48:58:742
-1.22823;9.22995;3.32555;-1.10032;9.19414;3.22915;-0.14762;-0.03865;0.07661;-0.15203;-0.07033;0.21609;21.0;10.86;5.28;-30.78;359.273;-69.643;18.816;0.0;928.88;62.9455;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;329009;2021-02-12 10:48:59:242
-1.19471;8.94264;3.78763;-0.98526;9.02398;3.71043;-0.27217;-0.03491;-0.04937;-0.31146;0.54787;0.44944;21.0;14.4;6.06;-28.26;348.27;-66.954;14.871;0.0;928.906;62.1668;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;329509;2021-02-12 10:48:59:742
0.44293;8.53084;4.10845;-0.1897;8.79193;4.34008;0.49673;0.038;0.05951;-0.04452;-0.26214;0.17455;36.0;21.84;3.84;-24.18;322.162;-64.036;5.619;0.0;928.885;61.2471;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;330009;2021-02-12 10:49:00:242
-0.07661;8.49493;2.88501;-0.0246;9.08354;3.6958;-0.19241;-0.37492;-0.83248;0.10698;0.0097;-0.04291;28.0;19.38;3.06;-25.56;322.889;-67.137;-0.011;0.0;928.929;62.6537;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;330510;2021-02-12 10:49:00:743
0.39744;8.7966;6.06242;0.65635;8.53913;4.77731;0.23802;-0.20295;-1.13523;-0.14836;-0.41913;0.36698;28.0;17.82;4.98;-27.12;317.676;-60.546;-7.823;0.0;928.913;62.326;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;331009;2021-02-12 10:49:01:242
-0.00958;8.75589;5.73681;2.24633;8.7836;3.73799;-2.45987;-0.00391;-0.7949;-0.17769;0.10744;0.89232;61.0;8.52;2.52;-31.14;311.539;-63.596;-31.004;0.0;928.852;69.7717;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;331509;2021-02-12 10:49:01:742
-5.42317;8.16453;0.79488;-5.61803;7.83995;1.7729;0.88975;0.63114;-1.80088;0.5578;2.20698;-1.04351;89.0;29.58;12.36;5.04;334.463;-53.078;72.486;1.97;928.886;58.4947;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;332009;2021-02-12 10:49:02:242
-9.31135;4.63757;-0.68235;-6.46979;6.24787;3.90846;-3.92852;-0.73231;-6.87588;-5.16907;-9.8289;-1.95492;24.0;29.82;11.1;11.76;309.008;-39.576;58.863;0.0;928.927;55.3684;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;332509;2021-02-12 10:49:02:742
-6.49098;-0.97205;9.47176;-5.73615;-0.23946;7.95045;-0.33063;0.25292;0.55707;-0.56925;0.05857;-0.26099;150.0;26.1;22.56;8.82;311.267;-2.92;34.0;0.0;928.906;69.2403;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;333011;2021-02-12 10:49:03:244
-5.02094;3.44526;7.87722;-5.01143;3.53454;7.65264;-0.33902;0.19685;1.66805;0.07277;0.35056;-0.04291;28.0;28.14;20.1;1.86;310.114;-11.179;27.179;0.0;929.026;58.9864;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;333509;2021-02-12 10:49:03:742
-9.70879;3.13162;8.8349;-3.52752;2.83261;8.70076;-4.06317;0.50346;0.66175;0.04711;-2.93712;-0.00809;84.0;22.26;24.12;-7.38;330.587;-20.253;39.783;1.97;928.768;57.3666;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;334009;2021-02-12 10:49:04:242
2.70545;-2.66714;10.82449;2.77903;-3.86001;8.57599;-0.09234;1.61307;2.40332;0.83085;-0.71784;1.94484;210.0;27.24;-0.54;-18.96;261.423;23.179;-17.955;1.97;928.869;65.3049;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;334510;2021-02-12 10:49:04:743
5.6554;-0.22266;9.18685;3.91317;0.18931;8.99009;0.04104;-0.74862;0.28078;0.86567;-0.2151;0.11164;195.0;14.7;-21.42;-16.08;224.036;-1.106;-23.522;0.0;928.853;59.6673;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;335010;2021-02-12 10:49:05:243
1.75734;4.88657;8.31057;1.11469;2.31688;9.46361;1.01203;1.46406;-1.19174;1.08925;1.39025;1.14094;189.0;14.88;-26.28;-3.36;211.406;-13.666;-6.718;1.97;928.871;58.6972;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;335510;2021-02-12 10:49:05:743
-2.07577;3.50751;7.50133;-1.88233;3.23562;9.0641;-0.45318;0.06226;-1.53569;-0.68531;0.82459;1.08841;161.0;-7.02;-30.06;3.84;168.646;-19.265;11.732;1.97;928.908;63.8549;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;336009;2021-02-12 10:49:06:242
-4.31196;1.43892;7.41754;-2.00467;3.73399;8.84359;-2.26479;-2.03399;-1.52217;0.61888;-0.21082;0.04261;194.0;-10.2;-30.36;4.02;164.256;-18.258;15.177;1.97;928.919;60.6211;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;336509;2021-02-12 10:49:06:742
-0.45969;-0.01197;12.05989;-2.24156;2.66493;9.16755;0.73856;-3.2181;4.07356;-0.6224;2.46538;3.95581;200.0;-36.54;-1.44;-12.72;89.881;-15.768;13.74;1.97;928.897;65.9547;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;337009;2021-02-12 10:49:07:242
-2.48997;3.73017;8.23396;-3.39804;3.65437;8.44211;1.8484;0.25739;-0.61538;-0.89973;-0.32872;0.21243;146.0;-22.74;16.02;-23.16;56.778;-21.879;21.925;1.97;928.906;69.2481;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;337510;2021-02-12 10:49:07:743
